userId,itemId,rating,genre
0,0,2.5,7
0,1,3.0,2
0,1,3.0,3
0,1,3.0,7
0,1,3.0,11
0,2,3.0,15
0,3,2.0,0
0,3,2.0,1
0,3,2.0,14
0,3,2.0,15
0,4,4.0,7
0,5,2.0,7
0,5,2.0,16
0,6,2.0,0
0,6,2.0,1
0,6,2.0,7
0,7,2.0,7
0,8,3.5,8
0,8,3.5,10
0,8,3.5,13
0,8,3.5,15
0,9,2.0,15
0,10,2.5,1
0,10,2.5,14
0,11,1.0,1
0,11,1.0,2
0,11,1.0,4
0,11,1.0,5
0,12,4.0,0
0,12,4.0,5
0,12,4.0,15
0,13,4.0,0
0,13,4.0,1
0,13,4.0,14
0,14,3.0,1
0,14,3.0,4
0,15,2.0,0
0,15,2.0,1
0,15,2.0,8
0,16,2.0,1
0,16,2.0,2
0,16,2.0,3
0,16,2.0,4
0,16,2.0,8
0,17,2.5,7
0,17,2.5,10
0,17,2.5,14
0,17,2.5,15
0,18,1.0,1
0,18,1.0,4
0,18,1.0,8
0,18,1.0,14
0,19,3.0,4
0,19,3.0,17
1,20,4.0,0
1,20,4.0,1
1,20,4.0,15
1,21,5.0,7
1,21,5.0,13
1,22,5.0,4
1,22,5.0,13
1,23,4.0,12
1,23,4.0,15
1,24,4.0,5
1,24,4.0,12
1,24,4.0,15
1,25,3.0,4
1,25,3.0,7
1,25,3.0,13
1,26,3.0,7
1,27,4.0,0
1,27,4.0,7
1,27,4.0,16
1,28,3.0,4
1,29,5.0,1
1,29,5.0,7
1,30,4.0,0
1,30,4.0,1
1,30,4.0,4
1,30,4.0,5
1,31,3.0,7
1,31,3.0,15
1,31,3.0,16
1,32,3.0,0
1,32,3.0,5
1,32,3.0,15
1,33,3.0,0
1,33,3.0,7
1,33,3.0,13
1,34,3.0,0
1,34,3.0,5
1,34,3.0,15
1,35,3.0,4
1,35,3.0,13
1,36,3.0,0
1,36,3.0,1
1,36,3.0,14
1,37,5.0,7
1,37,5.0,13
1,38,1.0,4
1,39,3.0,7
1,39,3.0,15
1,40,3.0,4
1,40,3.0,7
1,41,3.0,4
1,42,4.0,7
1,42,4.0,10
1,43,4.0,7
1,44,5.0,7
1,44,5.0,8
1,44,5.0,13
1,45,5.0,7
1,45,5.0,13
1,45,5.0,16
1,45,5.0,17
1,46,3.0,4
1,46,3.0,7
1,47,4.0,7
1,47,4.0,10
1,47,4.0,14
1,48,3.0,0
1,48,3.0,7
1,48,3.0,14
1,48,3.0,15
1,49,4.0,4
1,49,4.0,5
1,49,4.0,7
1,49,4.0,15
1,50,3.0,7
1,51,4.0,3
1,51,4.0,7
1,51,4.0,8
1,51,4.0,12
1,52,2.0,4
1,52,2.0,7
1,52,2.0,8
1,53,1.0,4
1,53,1.0,7
1,53,1.0,15
1,54,3.0,4
1,54,3.0,13
1,55,4.0,0
1,55,4.0,5
1,55,4.0,7
1,55,4.0,15
1,56,4.0,7
1,56,4.0,12
1,56,4.0,15
1,57,3.0,4
1,57,3.0,7
1,57,3.0,13
1,57,3.0,16
1,58,3.0,4
1,58,3.0,13
1,59,3.0,1
1,59,3.0,2
1,59,3.0,3
1,59,3.0,7
1,59,3.0,11
1,60,3.0,0
1,60,3.0,4
1,60,3.0,5
1,60,3.0,8
1,61,2.0,0
1,61,2.0,4
1,62,3.0,4
1,62,3.0,7
1,63,3.0,4
1,63,3.0,7
1,63,3.0,13
1,64,3.0,0
1,64,3.0,13
1,64,3.0,15
1,65,3.0,7
1,65,3.0,10
1,65,3.0,13
1,65,3.0,15
1,66,2.0,0
1,66,2.0,8
1,67,3.0,3
1,67,3.0,4
1,67,3.0,8
1,68,4.0,7
1,68,4.0,15
1,69,3.0,15
1,70,4.0,4
1,70,4.0,13
1,71,2.0,0
1,71,2.0,15
1,72,4.0,0
1,72,4.0,1
1,72,4.0,14
1,72,4.0,15
1,73,3.0,0
1,73,3.0,1
1,73,3.0,4
1,73,3.0,8
1,74,3.0,4
1,74,3.0,13
1,75,4.0,4
1,75,4.0,7
1,76,4.0,7
1,77,4.0,7
1,77,4.0,13
1,78,4.0,7
1,78,4.0,13
1,79,4.0,7
1,79,4.0,16
1,80,4.0,7
1,81,3.0,4
1,81,3.0,7
1,81,3.0,13
1,82,3.0,4
1,82,3.0,13
1,83,5.0,2
1,83,5.0,3
1,83,5.0,8
1,83,5.0,11
1,84,3.0,0
1,84,3.0,1
1,84,3.0,4
1,84,3.0,13
1,85,5.0,4
1,86,3.0,3
1,86,3.0,4
1,87,3.0,4
1,87,3.0,7
1,87,3.0,8
1,87,3.0,13
1,87,3.0,15
1,88,3.0,1
1,88,3.0,2
1,88,3.0,3
1,88,3.0,4
1,88,3.0,11
1,89,5.0,0
1,89,5.0,14
1,90,5.0,1
1,90,5.0,7
1,90,5.0,17
1,91,5.0,0
1,91,5.0,5
1,91,5.0,15
1,92,3.0,5
1,92,3.0,10
1,92,3.0,15
1,93,3.0,2
1,93,3.0,3
1,94,4.0,1
1,94,4.0,2
1,94,4.0,3
1,94,4.0,8
1,94,4.0,11
1,95,4.0,1
1,95,4.0,2
1,95,4.0,4
2,96,3.0,1
2,96,3.0,3
2,96,3.0,8
2,27,4.0,0
2,27,4.0,7
2,27,4.0,16
2,97,3.5,5
2,97,3.5,7
2,98,3.0,4
2,49,4.5,4
2,49,4.5,5
2,49,4.5,7
2,49,4.5,15
2,99,5.0,5
2,99,5.0,7
2,100,2.5,3
2,100,2.5,4
2,100,2.5,8
2,57,5.0,4
2,57,5.0,7
2,57,5.0,13
2,57,5.0,16
2,64,2.5,0
2,64,2.5,13
2,64,2.5,15
2,79,3.0,7
2,79,3.0,16
2,88,3.0,1
2,88,3.0,2
2,88,3.0,3
2,88,3.0,4
2,88,3.0,11
2,91,3.0,0
2,91,3.0,5
2,91,3.0,15
2,92,3.0,5
2,92,3.0,10
2,92,3.0,15
2,101,2.0,2
2,101,2.0,3
2,101,2.0,8
2,101,2.0,11
2,101,2.0,13
2,102,3.5,0
2,102,3.5,1
2,102,3.5,13
2,102,3.5,15
2,103,4.0,4
2,103,4.0,5
2,103,4.0,7
2,104,3.0,5
2,104,3.0,7
2,104,3.0,13
2,104,3.0,15
2,105,5.0,0
2,105,5.0,1
2,105,5.0,4
2,105,5.0,8
2,105,5.0,13
2,106,3.0,0
2,106,3.0,1
2,106,3.0,14
2,107,4.0,4
2,107,4.0,7
2,107,4.0,13
2,108,3.0,4
2,108,3.0,5
2,108,3.0,7
2,109,4.0,0
2,109,4.0,4
2,109,4.0,17
2,110,3.5,0
2,110,3.5,4
2,110,3.5,14
2,111,4.5,7
2,111,4.5,13
2,112,4.0,1
2,112,4.0,4
2,112,4.0,7
2,113,4.0,0
2,113,4.0,7
2,113,4.0,16
2,114,4.0,4
2,114,4.0,7
2,115,3.0,10
2,116,3.0,4
2,117,3.5,7
2,118,3.0,0
2,118,3.0,4
2,118,3.0,14
2,119,3.5,7
2,119,3.5,10
2,119,3.5,12
2,120,4.0,10
2,120,4.0,12
2,120,4.0,15
2,121,4.0,7
2,121,4.0,13
2,122,5.0,0
2,122,5.0,5
2,122,5.0,7
2,122,5.0,15
2,123,3.0,4
2,124,4.0,7
2,124,4.0,15
2,125,5.0,7
2,126,3.0,0
2,126,3.0,1
2,126,3.0,14
2,126,3.0,15
2,127,3.5,6
2,128,3.0,1
2,128,3.0,2
2,128,3.0,3
2,128,3.0,4
2,129,2.5,0
2,129,2.5,1
2,129,2.5,7
2,129,2.5,8
2,130,3.0,7
2,130,3.0,13
2,130,3.0,14
2,131,3.5,6
2,132,3.0,0
2,132,3.0,1
2,132,3.0,14
2,133,3.5,2
2,133,3.5,4
2,134,3.5,0
2,134,3.5,14
2,134,3.5,15
2,135,4.5,7
2,135,4.5,16
2,136,4.5,7
2,136,4.5,16
2,137,3.0,0
2,137,3.0,5
2,137,3.0,7
2,138,4.0,6
3,20,4.0,0
3,20,4.0,1
3,20,4.0,15
3,139,5.0,3
3,139,5.0,7
3,140,5.0,0
3,140,5.0,1
3,140,5.0,4
3,140,5.0,5
3,141,5.0,4
3,30,4.0,0
3,30,4.0,1
3,30,4.0,4
3,30,4.0,5
3,142,3.0,0
3,142,3.0,5
3,142,3.0,14
3,34,3.0,0
3,34,3.0,5
3,34,3.0,15
3,143,5.0,0
3,143,5.0,1
3,143,5.0,14
3,144,4.0,4
3,144,4.0,13
3,49,5.0,4
3,49,5.0,5
3,49,5.0,7
3,49,5.0,15
3,145,3.0,1
3,145,3.0,7
3,145,3.0,14
3,55,5.0,0
3,55,5.0,5
3,55,5.0,7
3,55,5.0,15
3,57,5.0,4
3,57,5.0,7
3,57,5.0,13
3,57,5.0,16
3,58,5.0,4
3,58,5.0,13
3,59,5.0,1
3,59,5.0,2
3,59,5.0,3
3,59,5.0,7
3,59,5.0,11
3,60,4.0,0
3,60,4.0,4
3,60,4.0,5
3,60,4.0,8
3,146,3.0,0
3,146,3.0,1
3,146,3.0,4
3,146,3.0,13
3,146,3.0,15
3,67,3.0,3
3,67,3.0,4
3,67,3.0,8
3,147,3.0,5
3,147,3.0,7
3,148,4.0,0
3,148,4.0,1
3,148,4.0,15
3,149,1.0,4
3,149,1.0,14
3,150,4.0,4
3,150,4.0,13
3,151,4.0,0
3,151,4.0,1
3,151,4.0,14
3,152,4.0,0
3,152,4.0,1
3,152,4.0,5
3,152,4.0,15
3,72,5.0,0
3,72,5.0,1
3,72,5.0,14
3,72,5.0,15
3,153,5.0,0
3,153,5.0,14
3,153,5.0,15
3,88,5.0,1
3,88,5.0,2
3,88,5.0,3
3,88,5.0,4
3,88,5.0,11
3,89,5.0,0
3,89,5.0,14
3,90,3.0,1
3,90,3.0,7
3,90,3.0,17
3,154,5.0,2
3,154,5.0,3
3,154,5.0,7
3,154,5.0,8
3,154,5.0,11
3,155,5.0,2
3,155,5.0,3
3,155,5.0,8
3,155,5.0,11
3,156,4.0,0
3,156,4.0,1
3,156,4.0,2
3,156,4.0,10
3,156,4.0,14
3,93,5.0,2
3,93,5.0,3
3,157,5.0,5
